AccessionVersion,Size,nºBGCs,TaxPhylum,
NC_014533.1,879545,4,Cyanobacteria
NZ_CP012916.1,819020,4,Proteobacteria
NC_016586.1,750123,4,Proteobacteria
NZ_CP023065.1,742373,4,Proteobacteria
NC_017957.2,692456,4,Proteobacteria
NZ_CP011154.1,591112,4,Firmicutes
NZ_CP011152.1,591110,4,Firmicutes
NC_012520.1,558192,4,Actinobacteria
NZ_CP011665.1,529571,4,Actinobacteria
NZ_CP010090.1,426282,4,Firmicutes
NZ_CP023069.1,410255,4,Proteobacteria
NZ_CP017574.1,364037,4,Firmicutes
NZ_CP022669.1,327451,4,Proteobacteria
NZ_CP012748.1,2555069,3,Proteobacteria
NZ_CP023071.1,2277056,3,Proteobacteria
NZ_CP017244.1,2253963,3,Proteobacteria
NZ_CP013110.1,2177502,3,Proteobacteria
NZ_HG916855.1,1932030,3,Proteobacteria
NC_010625.1,1904893,3,Proteobacteria
NZ_CP007794.1,1901707,3,Proteobacteria
NC_016594.1,1766028,3,Proteobacteria
NZ_CP012915.1,1754523,3,Proteobacteria
NC_019849.2,1701381,3,Proteobacteria
NZ_CP021795.1,1700327,3,Proteobacteria
NC_017323.1,1690594,3,Proteobacteria
NZ_CP021806.1,1646425,3,Proteobacteria
NC_017326.1,1632395,3,Proteobacteria
NZ_CP022999.1,1569179,3,Proteobacteria
NZ_CP023000.1,1497349,3,Proteobacteria
NZ_CP021805.1,1423499,3,Proteobacteria
NC_019848.2,1417907,3,Proteobacteria
NZ_CP018229.1,1331126,3,Proteobacteria
NC_012811.1,1261460,3,Proteobacteria
NZ_CP022666.1,1169137,3,Proteobacteria
NC_014838.1,793953,3,Proteobacteria
NZ_CP022446.1,715614,3,Firmicutes
NZ_CP021062.1,584623,3,Firmicutes
NZ_CP020910.1,543095,3,Proteobacteria
NC_014258.1,529676,3,Proteobacteria
NZ_CP005085.1,520614,3,Proteobacteria
NZ_CP020040.1,518852,3,Actinobacteria
NZ_CP016589.1,514994,3,Firmicutes
NZ_CP006879.1,507254,3,Proteobacteria
NZ_CP017104.1,506339,3,Proteobacteria
NZ_CP021028.1,506213,3,Proteobacteria
NZ_CP007643.1,499136,3,Proteobacteria
NZ_CP020744.1,460379,3,Firmicutes
NZ_CP015592.1,459971,3,Firmicutes
NZ_AP017296.1,447304,3,Cyanobacteria
NZ_CP013633.1,447145,3,Proteobacteria
NZ_CP021027.1,442228,3,Proteobacteria
NZ_CP017243.1,438379,3,Proteobacteria
NZ_CP004877.1,431546,3,Firmicutes
NZ_CP017242.1,430631,3,Proteobacteria
NZ_CP004860.1,422692,3,Firmicutes
NZ_CP007616.1,416210,3,Firmicutes
NZ_CP013639.1,409635,3,Proteobacteria
NZ_CP013646.1,403746,3,Proteobacteria
NZ_CP013855.1,375718,3,Actinobacteria
NC_004041.2,371254,3,Proteobacteria
NZ_CP010112.1,314883,3,Firmicutes
NZ_CP015730.1,300156,3,Firmicutes
NZ_CP021803.1,297816,3,Proteobacteria
NT_187147.1,276571,3,Proteobacteria
NC_019746.1,204466,3,Cyanobacteria
NT_187151.1,155004,3,Proteobacteria
NZ_CP013054.1,2249899,2,Proteobacteria
NZ_CP021802.1,2011522,2,Proteobacteria
NZ_CP017076.1,1756808,2,Proteobacteria
NZ_CP021218.1,1686813,2,Proteobacteria
NZ_CP021823.1,1683883,2,Proteobacteria
NC_020560.1,1683348,2,Proteobacteria
NC_003078.1,1683333,2,Proteobacteria
NZ_CP021820.1,1681904,2,Proteobacteria
NZ_CP021799.1,1680729,2,Proteobacteria
NZ_CP021810.1,1665079,2,Proteobacteria
NC_018701.1,1664896,2,Proteobacteria
NZ_CP019586.1,1639840,2,Proteobacteria
NC_017327.1,1633319,2,Proteobacteria
NZ_CP021828.1,1624370,2,Proteobacteria
NZ_CP009146.1,1617037,2,Proteobacteria
NC_017324.1,1616209,2,Proteobacteria
NZ_CP021217.1,1613292,2,Proteobacteria
NZ_CP021794.1,1433621,2,Proteobacteria
NC_011368.1,1266105,2,Proteobacteria
NZ_CP015231.1,1256329,2,Proteobacteria
NC_009621.1,1245408,2,Proteobacteria
NZ_CP013526.1,1195489,2,Proteobacteria
NC_016585.1,1040425,2,Proteobacteria
NZ_CP017077.1,960805,2,Proteobacteria
NZ_CP020539.1,959196,2,Proteobacteria
NC_016618.1,912449,2,Proteobacteria
NZ_CP013139.1,906103,2,Proteobacteria
NZ_CP016453.1,892708,2,Proteobacteria
NZ_CP009112.1,885383,2,Actinobacteria
NZ_CP012399.1,849688,2,Proteobacteria
NZ_CP013238.1,820516,2,Firmicutes
NZ_CP011350.1,761374,2,Firmicutes
NZ_HG916854.1,759787,2,Proteobacteria
NZ_CP009292.1,756828,2,Proteobacteria
NZ_CP015203.1,694228,2,Actinobacteria
NC_008384.1,684202,2,Proteobacteria
NC_016623.1,648491,2,Proteobacteria
NC_011981.1,631775,2,Proteobacteria
NC_013858.1,628837,2,Proteobacteria
NC_012780.1,626744,2,Firmicutes
NC_021909.1,615363,2,Proteobacteria
NC_018022.1,615278,2,Actinobacteria
NZ_LN907828.1,571293,2,Proteobacteria
NZ_CP020951.1,560456,2,Proteobacteria
NC_020061.1,549467,2,Proteobacteria
NZ_CP016890.1,543504,2,Proteobacteria
NZ_CP021031.1,530065,2,Proteobacteria
NZ_CP007047.1,518052,2,Proteobacteria
NZ_CP018230.1,517692,2,Proteobacteria
NC_012853.1,516088,2,Proteobacteria
NZ_CP021029.1,515326,2,Proteobacteria
NZ_CP013516.1,506687,2,Proteobacteria
NZ_CP013606.1,506687,2,Proteobacteria
NZ_CP013503.1,501077,2,Proteobacteria
NZ_CP013493.1,501077,2,Proteobacteria
NZ_CP013599.1,501077,2,Proteobacteria
NZ_CP013509.1,501077,2,Proteobacteria
NZ_CP013520.1,501077,2,Proteobacteria
NZ_CP013498.1,501077,2,Proteobacteria
NZ_CP013593.1,501077,2,Proteobacteria
NC_014120.1,489136,2,Proteobacteria
NC_008381.1,488135,2,Proteobacteria
NZ_CP021126.1,482471,2,Proteobacteria
NC_014534.1,473846,2,Cyanobacteria
NZ_CP006989.1,470125,2,Proteobacteria
NZ_CP020950.1,464024,2,Proteobacteria
NC_011887.1,458070,2,Proteobacteria
NZ_CP007642.1,445194,2,Proteobacteria
NZ_CP013540.1,442592,2,Proteobacteria
NZ_CP020899.1,439779,2,Proteobacteria
NZ_CP013497.1,439584,2,Proteobacteria
NZ_CP013492.1,438384,2,Proteobacteria
NC_022049.1,438126,2,Proteobacteria
NZ_AP014865.1,437451,2,Firmicutes
NZ_CP013519.1,435821,2,Proteobacteria
NZ_CP013535.1,435286,2,Proteobacteria
NZ_CP013508.1,434334,2,Proteobacteria
NZ_CP013604.1,433219,2,Proteobacteria
NZ_CP013514.1,433217,2,Proteobacteria
NZ_CP013598.1,433134,2,Proteobacteria
NZ_CP013502.1,433056,2,Proteobacteria
NZ_CP013592.1,433056,2,Proteobacteria
NZ_CP021125.1,431886,2,Proteobacteria
NZ_CP013565.1,431484,2,Proteobacteria
NZ_CP013554.1,431484,2,Proteobacteria
NZ_CP013530.1,429574,2,Proteobacteria
NZ_CP013583.1,429574,2,Proteobacteria
NC_010996.1,429111,2,Proteobacteria
NZ_CP013529.1,427855,2,Proteobacteria
NZ_CP013582.1,427855,2,Proteobacteria
NZ_CP009430.1,422455,2,Proteobacteria
NZ_CP013539.1,421824,2,Proteobacteria
NZ_CP013345.1,421025,2,Proteobacteria
NC_010180.1,417054,2,Firmicutes
NZ_CP021821.1,416269,2,Proteobacteria
NZ_CP013571.1,414617,2,Proteobacteria
NZ_CP013577.1,414617,2,Proteobacteria
NC_010998.1,414090,2,Proteobacteria
NZ_CP013550.1,414080,2,Proteobacteria
NZ_CP013549.1,413457,2,Proteobacteria
NZ_CP013534.1,413457,2,Proteobacteria
NZ_CP013545.1,413449,2,Proteobacteria
NZ_CP009998.1,412022,2,Firmicutes
NZ_CP022567.1,407945,2,Proteobacteria
NZ_CP013560.1,407882,2,Proteobacteria
NZ_CP013525.1,407814,2,Proteobacteria
NZ_CP013588.1,407297,2,Proteobacteria
NZ_CP013587.1,395855,2,Proteobacteria
NZ_CP006988.1,393846,2,Proteobacteria
NC_023286.1,389676,2,Actinobacteria
NC_002608.1,365425,2,Euryarchaeota
NZ_CP018064.1,365084,2,Actinobacteria
NZ_CP009349.1,359439,2,Firmicutes
NZ_CP013544.1,355825,2,Proteobacteria
NZ_CP017148.1,339755,2,Proteobacteria
NZ_CP018781.1,332144,2,Proteobacteria
NC_011738.1,328635,2,Cyanobacteria
NZ_CP010957.1,322226,2,Proteobacteria
NZ_CP007553.1,321908,2,Euryarchaeota
NC_017943.1,321908,2,Euryarchaeota
NC_018688.1,319710,2,Firmicutes
NZ_CP016596.1,319570,2,Firmicutes
NZ_CP010990.1,297301,2,Actinobacteria
NZ_CP016590.1,293592,2,Firmicutes
NC_015951.1,290055,2,Actinobacteria
NC_010368.1,284332,2,Euryarchaeota
NC_015382.1,276215,2,Proteobacteria
NZ_CP009155.1,271168,2,Proteobacteria
NZ_CP018741.1,257708,2,Firmicutes
NC_015597.1,256269,2,Proteobacteria
NC_023138.1,255493,2,Proteobacteria
NZ_CP007070.1,251612,2,Proteobacteria
NT_187148.1,248150,2,Proteobacteria
NC_015156.1,247271,2,Proteobacteria
NC_020394.1,233730,2,Firmicutes
NZ_CP018235.1,227762,2,Proteobacteria
NC_018510.1,224872,2,Firmicutes
NT_187163.1,210605,2,Proteobacteria
NZ_CP015083.1,203183,2,Deinococcus-Thermus
NC_018265.1,199075,2,Firmicutes
NC_021080.1,198917,2,Actinobacteria
NZ_CP015236.1,197397,2,Actinobacteria
NZ_CP009433.1,196020,2,Proteobacteria
NC_007762.1,194229,2,Proteobacteria
NZ_CP013746.1,194226,2,Actinobacteria
NZ_CP006582.1,193835,2,Proteobacteria
NZ_CP019949.1,175021,2,Proteobacteria
NZ_CP012367.1,163286,2,Firmicutes
NC_025179.1,153231,2,Proteobacteria
NZ_CP010372.1,151583,2,Proteobacteria
NZ_CP015742.1,147896,2,Proteobacteria
NZ_CP015368.1,144167,2,Proteobacteria
NC_020271.1,137728,2,Proteobacteria
NC_015689.1,133057,2,Proteobacteria
NC_017536.1,133055,2,Proteobacteria
NZ_CP017102.1,125266,2,Proteobacteria
NC_007961.1,121408,2,Proteobacteria
NZ_CP013856.1,118685,2,Actinobacteria
NC_013164.1,115566,2,Firmicutes
NZ_AP017310.1,98206,2,Cyanobacteria
NZ_LN890523.1,82119,2,Proteobacteria
NZ_CP013716.1,64385,2,Firmicutes
NZ_CP017355.1,64303,2,Firmicutes
NZ_CP019318.1,52013,2,Proteobacteria
NC_013379.2,38556,2,Firmicutes
NZ_HG938354.1,1807065,1,Proteobacteria
NC_022111.1,1770419,1,Bacteroidetes
NZ_HG938356.1,1638739,1,Proteobacteria
NZ_CP021831.1,1628141,1,Proteobacteria
NZ_CP007239.1,1614950,1,Proteobacteria
NZ_CP021824.1,1597380,1,Proteobacteria
NZ_AP014705.1,1571989,1,Proteobacteria
NC_009620.1,1570951,1,Proteobacteria
NZ_CP007068.1,1563772,1,Proteobacteria
NC_018683.1,1559666,1,Proteobacteria
NZ_CP021809.1,1549593,1,Proteobacteria
NZ_CP019912.1,1486041,1,Proteobacteria
NZ_CP009145.1,1466845,1,Proteobacteria
NZ_CP021801.1,1412628,1,Proteobacteria
NZ_CP021798.1,1363628,1,Proteobacteria
NC_003037.1,1354226,1,Proteobacteria
NC_020527.1,1352561,1,Proteobacteria
NZ_CP021827.1,1279723,1,Proteobacteria
NZ_CP013562.1,1201422,1,Proteobacteria
NZ_CP013573.1,1189373,1,Proteobacteria
NZ_CP013579.1,1189373,1,Proteobacteria
NZ_CP013567.1,1165895,1,Proteobacteria
NZ_CP013556.1,1165895,1,Proteobacteria
NC_015583.1,1161602,1,Proteobacteria
NZ_CP013541.1,1144409,1,Proteobacteria
NZ_CP020900.1,1144005,1,Proteobacteria
NC_008269.1,1123075,1,Actinobacteria
NC_010997.1,1091523,1,Proteobacteria
NC_021911.1,1082659,1,Proteobacteria
NZ_CP013546.1,1080727,1,Proteobacteria
NZ_CP013531.1,1074795,1,Proteobacteria
NZ_CP013584.1,1074794,1,Proteobacteria
NZ_CP013589.1,1048055,1,Proteobacteria
NZ_CP013551.1,990934,1,Proteobacteria
NZ_CP013536.1,990934,1,Proteobacteria
NZ_CP020911.1,978479,1,Proteobacteria
NZ_CP022565.1,976232,1,Proteobacteria
NC_014633.1,961624,1,Fusobacteria
NZ_CP015322.1,948568,1,Proteobacteria
NC_011961.1,917738,1,Chloroflexi
NZ_CP021819.1,892745,1,Proteobacteria
NZ_CP021033.1,889015,1,Proteobacteria
NC_008378.1,870021,1,Proteobacteria
NZ_CP014309.1,793876,1,Proteobacteria
NZ_CP014308.1,793818,1,Proteobacteria
NC_018696.1,785419,1,Proteobacteria
NC_016595.1,778798,1,Proteobacteria
NZ_CP021032.1,773015,1,Proteobacteria
NZ_CP013521.1,755598,1,Proteobacteria
NZ_CP013504.1,752940,1,Proteobacteria
NZ_CP013594.1,752940,1,Proteobacteria
NZ_CP013600.1,752910,1,Proteobacteria
NZ_CP013510.1,751351,1,Proteobacteria
NZ_CP007645.1,742914,1,Proteobacteria
NZ_CP013494.1,742499,1,Proteobacteria
NZ_CP013499.1,742499,1,Proteobacteria
NC_020548.1,737589,1,Proteobacteria
NZ_CP006990.1,729172,1,Proteobacteria
NZ_CP020952.1,718394,1,Proteobacteria
NZ_CP007644.1,711724,1,Proteobacteria
NZ_CP014942.1,704258,1,Actinobacteria
NC_013744.1,698495,1,Euryarchaeota
NC_017966.1,690188,1,Proteobacteria
NZ_CP007796.1,686487,1,Proteobacteria
NZ_CP013635.1,667630,1,Proteobacteria
NZ_CP007046.1,667306,1,Proteobacteria
NZ_CP022991.1,664981,1,Proteobacteria
NZ_CP013649.1,661872,1,Proteobacteria
NZ_CP013642.1,661871,1,Proteobacteria
NC_012858.1,660973,1,Proteobacteria
NZ_CP021127.1,655866,1,Proteobacteria
NZ_CP015063.1,648231,1,Proteobacteria
NC_016587.1,645253,1,Proteobacteria
NZ_CP012917.1,645064,1,Proteobacteria
NC_007766.1,642517,1,Proteobacteria
NZ_CP014283.1,635508,1,Firmicutes
NZ_CP015737.1,620539,1,Proteobacteria
NZ_CP015867.1,617085,1,Actinobacteria
NC_015062.1,616549,1,Proteobacteria
NZ_CP022667.1,605219,1,Proteobacteria
NZ_CP014310.1,601076,1,Proteobacteria
NC_010627.1,595108,1,Proteobacteria
NZ_CP020331.1,593079,1,Proteobacteria
NZ_CP007056.1,573680,1,Euryarchaeota
NC_017060.1,570951,1,Proteobacteria
NZ_CP022566.1,549819,1,Proteobacteria
NZ_CP018096.1,534877,1,Proteobacteria
NZ_CP015006.1,534207,1,Proteobacteria
NZ_CP021071.1,531629,1,Proteobacteria
NC_021908.1,512054,1,Proteobacteria
NZ_CP007069.1,509829,1,Proteobacteria
NZ_CP012100.1,509170,1,Firmicutes
NZ_CP013648.1,505351,1,Proteobacteria
NC_007765.1,505334,1,Proteobacteria
NZ_CP020909.1,505136,1,Proteobacteria
NZ_AP014640.1,504942,1,Cyanobacteria
NZ_AP014644.1,504942,1,Cyanobacteria
NZ_CP013641.1,504214,1,Proteobacteria
NZ_CP013634.1,504141,1,Proteobacteria
NC_011366.1,501946,1,Proteobacteria
NC_006569.1,491611,1,Proteobacteria
NZ_CP006368.1,488888,1,Proteobacteria
NZ_CP013515.1,488795,1,Proteobacteria
NZ_CP013605.1,488789,1,Proteobacteria
NZ_CP011948.1,488062,1,Euryarchaeota
NZ_CP007257.1,477915,1,Actinobacteria
NC_016835.1,463906,1,Proteobacteria
NZ_CP013572.1,459642,1,Proteobacteria
NZ_CP013578.1,459642,1,Proteobacteria
NZ_CP019037.1,457181,1,Proteobacteria
NZ_CP013555.1,453545,1,Proteobacteria
NZ_CP013566.1,453258,1,Proteobacteria
NC_005241.1,452156,1,Proteobacteria
NZ_CP015007.1,451547,1,Proteobacteria
NZ_CP006570.1,449897,1,Proteobacteria
NC_008270.1,442536,1,Actinobacteria
NC_016646.1,441112,1,Proteobacteria
NC_017273.1,440026,1,Deinococcus-Thermus
NC_013964.1,437906,1,Euryarchaeota
NZ_CP010024.1,437218,1,Proteobacteria
NC_015658.1,436718,1,Euryarchaeota
NZ_CP006369.1,436017,1,Proteobacteria
NZ_CP011156.1,435420,1,Firmicutes
NZ_CP013561.1,433209,1,Proteobacteria
NC_020050.1,431821,1,Cyanobacteria
NZ_CP022308.1,427202,1,Proteobacteria
NZ_CP017759.1,426602,1,Proteobacteria
NC_015724.1,424140,1,Proteobacteria
NZ_CP022118.1,416444,1,Proteobacteria
NZ_CP005961.1,410512,1,Proteobacteria
NC_003276.1,408101,1,Cyanobacteria
NZ_CP019631.1,407152,1,Proteobacteria
NC_014298.1,406285,1,Euryarchaeota
NC_015383.1,403586,1,Proteobacteria
NZ_CP009368.1,402605,1,Firmicutes
NC_014839.1,394054,1,Proteobacteria
NZ_CP017303.1,393079,1,Actinobacteria
NZ_CP020898.1,392817,1,Proteobacteria
NC_011987.1,388169,1,Proteobacteria
NC_011143.1,382976,1,Proteobacteria
NZ_CP009266.1,380781,1,Proteobacteria
NC_011758.1,380207,1,Proteobacteria
NC_013923.1,378348,1,Euryarchaeota
NC_009926.1,374161,1,Cyanobacteria
NC_017543.1,366576,1,Firmicutes
NZ_CP009691.1,360889,1,Firmicutes
NZ_CP009336.1,358965,1,Firmicutes
NC_009927.1,356087,1,Cyanobacteria
NZ_CP017078.1,354886,1,Proteobacteria
NC_010631.1,354564,1,Cyanobacteria
NC_002679.1,351911,1,Proteobacteria
NZ_CP018081.1,348874,1,Proteobacteria
NZ_CP020043.1,348805,1,Actinobacteria
NZ_CP016313.1,342792,1,Deinococcus-Thermus
NZ_CP007048.1,341391,1,Proteobacteria
NZ_CP017304.1,339489,1,Actinobacteria
NZ_CP018231.1,339300,1,Proteobacteria
NZ_CP012101.1,337579,1,Firmicutes
NZ_CP011949.1,335881,1,Euryarchaeota
NZ_CP014208.1,331058,1,Proteobacteria
NZ_CP022429.1,328324,1,Proteobacteria
NC_008712.1,328237,1,Actinobacteria
NC_020385.1,328151,1,Firmicutes
NZ_CP022346.1,326530,1,Firmicutes
NZ_CP010016.1,326388,1,Proteobacteria
NZ_CP016500.1,323507,1,Proteobacteria
NZ_CP006583.1,323475,1,Proteobacteria
NZ_CP016407.1,323122,1,Proteobacteria
NZ_CP016409.1,322518,1,Proteobacteria
NC_017533.1,321744,1,Proteobacteria
NZ_CP014169.1,319133,1,Proteobacteria
NZ_CP016411.1,316814,1,Proteobacteria
NZ_CP016413.1,316160,1,Proteobacteria
NC_015169.1,314518,1,Deinococcus-Thermus
NC_012529.1,314317,1,Deinococcus-Thermus
NC_014172.1,312963,1,Firmicutes
NZ_CP009606.1,312478,1,Firmicutes
NZ_CP009595.1,312478,1,Firmicutes
NZ_CP020540.1,312167,1,Proteobacteria
NZ_CP010421.1,311724,1,Proteobacteria
NC_021295.1,309692,1,Proteobacteria
NZ_CP011836.1,306103,1,Proteobacteria
NZ_CP013381.1,305114,1,Proteobacteria
NZ_CP009547.1,305110,1,Proteobacteria
NZ_CP017591.1,304641,1,Proteobacteria
NC_019394.1,303282,1,Proteobacteria
NC_021718.1,303282,1,Proteobacteria
NZ_CP014527.1,303116,1,Proteobacteria
NC_016817.1,302599,1,Proteobacteria
NZ_CP009921.1,301264,1,Firmicutes
NZ_CP013415.1,299296,1,Proteobacteria
NC_007959.1,294829,1,Proteobacteria
NZ_CP014284.1,293705,1,Firmicutes
NZ_AP014866.1,293217,1,Firmicutes
NZ_CP005190.1,292135,1,Proteobacteria
NZ_CP013744.1,288836,1,Actinobacteria
NZ_CP013929.1,287708,1,Proteobacteria
NZ_CP010408.1,286635,1,Actinobacteria
NC_013792.1,285222,1,Firmicutes
NZ_CP009639.1,281957,1,Firmicutes
NC_017553.1,280753,1,Proteobacteria
NZ_CP014599.1,280527,1,Proteobacteria
NZ_CP017108.1,279615,1,Firmicutes
NZ_CP017753.1,278189,1,Proteobacteria
NC_020542.1,275840,1,Proteobacteria
NZ_CP014598.1,274486,1,Proteobacteria
NZ_CP020949.1,273667,1,Proteobacteria
NZ_CP019001.1,272202,1,Proteobacteria
NC_010924.1,270082,1,Firmicutes
NC_016792.1,270082,1,Firmicutes
NC_011655.1,270082,1,Firmicutes
NC_021910.1,269426,1,Proteobacteria
NZ_CP015177.1,267609,1,Firmicutes
NC_017588.1,265886,1,Deinococcus-Thermus
NZ_CP016482.1,264782,1,Cyanobacteria
NZ_CP020859.1,264403,1,Firmicutes
NZ_CP011515.1,262673,1,Proteobacteria
NC_018291.1,261820,1,Proteobacteria
NC_013860.1,261596,1,Proteobacteria
NZ_CP018832.1,259837,1,Firmicutes
NZ_CP018827.1,259837,1,Firmicutes
NC_011982.1,258824,1,Proteobacteria
NZ_CP015439.1,258230,1,Firmicutes
NC_006462.1,256992,1,Deinococcus-Thermus
NZ_CP013523.1,256181,1,Proteobacteria
NZ_CP010111.1,253580,1,Firmicutes
NZ_CP023152.1,247522,1,Actinobacteria
NZ_CP021811.1,247065,1,Proteobacteria
NC_018682.1,246023,1,Proteobacteria
NC_010929.1,244978,1,Proteobacteria
NZ_CP006987.1,244771,1,Proteobacteria
NZ_LT604075.1,244638,1,Firmicutes
NC_014818.1,244260,1,Proteobacteria
NZ_CP015032.1,244120,1,Proteobacteria
NC_017499.1,242962,1,Firmicutes
NC_007930.1,242436,1,Firmicutes
NZ_CP011869.1,242173,1,Actinobacteria
NZ_CP019308.1,241798,1,Proteobacteria
NZ_CP020041.1,240209,1,Actinobacteria
NC_011973.1,239246,1,Firmicutes
NZ_LN614828.1,238761,1,Proteobacteria
NZ_CP020385.1,238713,1,Proteobacteria
NC_018421.1,237766,1,Proteobacteria
NZ_CP003988.1,237512,1,Actinobacteria
NZ_CP018234.1,236058,1,Proteobacteria
NC_005838.1,232605,1,Deinococcus-Thermus
NZ_CP011829.1,229882,1,Firmicutes
NZ_CP013265.1,229716,1,Proteobacteria
NZ_CP014011.1,228907,1,Proteobacteria
NC_009475.1,228826,1,Proteobacteria
NZ_CP019049.1,228613,1,Proteobacteria
NZ_CP010956.1,227503,1,Proteobacteria
NZ_CP015530.1,224533,1,Actinobacteria
NZ_CP014009.1,224263,1,Proteobacteria
NC_006625.1,224152,1,Proteobacteria
NZ_CP014530.1,223688,1,Firmicutes
NZ_CP010270.1,223537,1,Firmicutes
NC_013201.1,221862,1,Euryarchaeota
NC_021815.1,221009,1,Proteobacteria
NZ_CP007647.1,219748,1,Firmicutes
NC_005249.1,219385,1,Proteobacteria
NC_009622.1,219313,1,Proteobacteria
NZ_CP016365.1,218458,1,Proteobacteria
NC_002575.1,217594,1,Proteobacteria
NC_020060.1,216610,1,Proteobacteria
NZ_CP019286.1,216196,1,Euryarchaeota
NZ_CP016891.1,216117,1,Proteobacteria
NZ_CP012472.1,215120,1,Firmicutes
NC_020208.1,214319,1,Firmicutes
NC_003065.3,214233,1,Proteobacteria
NZ_CP018742.1,213830,1,Firmicutes
NZ_CP011513.1,213282,1,Firmicutes
NZ_CP016815.1,212770,1,Proteobacteria
NZ_AP014659.1,212255,1,Proteobacteria
NZ_CP015160.1,212180,1,Proteobacteria
NC_011984.1,211620,1,Proteobacteria
NC_004808.2,210614,1,Actinobacteria
NZ_AP014686.1,210438,1,Proteobacteria
NC_014736.1,210350,1,Euryarchaeota
NZ_CP022419.1,209222,1,Proteobacteria
NZ_CP009123.1,208588,1,Proteobacteria
NC_002682.1,208315,1,Proteobacteria
NC_022044.1,206583,1,Proteobacteria
NZ_CP012186.1,206535,1,Actinobacteria
NC_002147.1,206479,1,Proteobacteria
NZ_CP007228.1,205997,1,Proteobacteria
NZ_CP012455.1,204986,1,Firmicutes
NZ_CP006878.1,203748,1,Proteobacteria
NC_017541.1,202852,1,Proteobacteria
NZ_CP016164.1,202822,1,Firmicutes
NZ_CP020044.1,202794,1,Actinobacteria
NZ_CP012467.1,202319,1,Firmicutes
NC_017311.1,202305,1,Proteobacteria
NC_005863.1,202301,1,Proteobacteria
NZ_CP018338.1,202175,1,Proteobacteria
NZ_CP012441.1,201621,1,Firmicutes
NZ_CP012461.1,200151,1,Firmicutes
NZ_CP010149.1,199494,1,Proteobacteria
NC_008741.1,198504,1,Proteobacteria
NZ_CP012267.1,197338,1,Proteobacteria
NZ_LT598664.1,197153,1,Firmicutes
NZ_CP012437.1,196671,1,Firmicutes
NZ_AP012556.1,194711,1,Actinobacteria
NZ_CP011249.1,194264,1,Proteobacteria
NZ_CP005931.1,194170,1,Proteobacteria
NC_002377.1,194140,1,Proteobacteria
NC_015579.1,192103,1,Proteobacteria
NZ_CP015989.1,192095,1,Proteobacteria
NC_001988.2,192000,1,Firmicutes
NC_015686.1,191996,1,Firmicutes
NC_017296.1,191996,1,Firmicutes
NC_015952.1,191151,1,Actinobacteria
NC_014007.1,190974,1,Proteobacteria
NZ_CP007515.1,190889,1,Actinobacteria
NC_011355.1,190588,1,Actinobacteria
NZ_CP022370.1,189990,1,Proteobacteria
NZ_CP015090.1,188936,1,Proteobacteria
NC_007960.1,188318,1,Proteobacteria
NC_010311.1,187263,1,Actinobacteria
NC_010474.1,186459,1,Cyanobacteria
NC_010841.1,185462,1,Proteobacteria
NZ_CP018077.1,185176,1,Proteobacteria
NC_011990.1,184668,1,Proteobacteria
NC_007675.1,184501,1,Proteobacteria
NZ_CP011667.1,183653,1,Actinobacteria
NC_015742.1,183612,1,Proteobacteria
NZ_CP018225.1,182640,1,Proteobacteria
